"","Location","Occupation","Year","Injuries","OccAbbrev"
"5921","  Matamata-Piako district","Legislators administrators and managers","2011",69,"Leg"
"5922","  Hamilton city","Legislators administrators and managers","2011",483,"Leg"
"5923","  Waipa district","Legislators administrators and managers","2011",75,"Leg"
"5924","  Otorohanga district","Legislators administrators and managers","2011",15,"Leg"
"5925","  South Waikato district","Legislators administrators and managers","2011",51,"Leg"
"5926","  Waitomo district","Legislators administrators and managers","2011",24,"Leg"
"5927","  Taupo district","Legislators administrators and managers","2011",129,"Leg"
"5928","  Western Bay of Plenty district","Legislators administrators and managers","2011",54,"Leg"
"5929","  Tauranga city","Legislators administrators and managers","2011",501,"Leg"
"5930","  Rotorua district","Legislators administrators and managers","2011",210,"Leg"
"5931","  Whakatane district","Legislators administrators and managers","2011",60,"Leg"
"5932","  Kawerau district","Legislators administrators and managers","2011",12,"Leg"
"5933","  Opotiki district","Legislators administrators and managers","2011",15,"Leg"
"5934","  Gisborne district","Legislators administrators and managers","2011",129,"Leg"
"5935","  Wairoa district","Legislators administrators and managers","2011",15,"Leg"
"5936","  Hastings district","Legislators administrators and managers","2011",252,"Leg"
"5937","  Napier city","Legislators administrators and managers","2011",219,"Leg"
"5938","  Central Hawke's Bay district","Legislators administrators and managers","2011",48,"Leg"
"5939","  New Plymouth district","Legislators administrators and managers","2011",198,"Leg"
"5940","  Stratford district","Legislators administrators and managers","2011",15,"Leg"
"5941","  South Taranaki district","Legislators administrators and managers","2011",27,"Leg"
"5942","  Ruapehu district","Legislators administrators and managers","2011",45,"Leg"
"5943","  Whanganui district","Legislators administrators and managers","2011",126,"Leg"
"5944","  Rangitikei district","Legislators administrators and managers","2011",21,"Leg"
"5945","  Manawatu district","Legislators administrators and managers","2011",54,"Leg"
"5946","  Palmerston North city","Legislators administrators and managers","2011",210,"Leg"
"5947","  Tararua district","Legislators administrators and managers","2011",24,"Leg"
"5948","  Horowhenua district","Legislators administrators and managers","2011",42,"Leg"
"5949","  Kapiti Coast district","Legislators administrators and managers","2011",105,"Leg"
"5950","  Porirua city","Legislators administrators and managers","2011",102,"Leg"
"5951","  Upper Hutt city","Legislators administrators and managers","2011",63,"Leg"
"5952","  Lower Hutt city","Legislators administrators and managers","2011",216,"Leg"
"5953","  Wellington city","Legislators administrators and managers","2011",654,"Leg"
"5954","  Masterton district","Legislators administrators and managers","2011",63,"Leg"
"5955","  Carterton district","Legislators administrators and managers","2011",15,"Leg"
"5956","  South Wairarapa district","Legislators administrators and managers","2011",21,"Leg"
"5957","  Tasman district","Legislators administrators and managers","2011",84,"Leg"
"5958","  Nelson city","Legislators administrators and managers","2011",189,"Leg"
"5959","  Marlborough district","Legislators administrators and managers","2011",126,"Leg"
"5960","  Kaikoura district","Legislators administrators and managers","2011",30,"Leg"
"5961","  Buller district","Legislators administrators and managers","2011",27,"Leg"
"5962","  Grey district","Legislators administrators and managers","2011",33,"Leg"
"5963","  Westland district","Legislators administrators and managers","2011",39,"Leg"
"5964","  Hurunui district","Legislators administrators and managers","2011",33,"Leg"
"5965","  Waimakariri district","Legislators administrators and managers","2011",66,"Leg"
"5966","  Christchurch city","Legislators administrators and managers","2011",1572,"Leg"
"5967","  Selwyn district","Legislators administrators and managers","2011",45,"Leg"
"5968","  Ashburton district","Legislators administrators and managers","2011",81,"Leg"
"5969","  Timaru district","Legislators administrators and managers","2011",123,"Leg"
"5970","  Mackenzie district","Legislators administrators and managers","2011",24,"Leg"
"5971","  Waimate district","Legislators administrators and managers","2011",12,"Leg"
"5972","  Chatham Islands territory","Legislators administrators and managers","2011",NA,"Leg"
"5973","  Waitaki district","Legislators administrators and managers","2011",48,"Leg"
"5974","  Central Otago district","Legislators administrators and managers","2011",90,"Leg"
"5975","  Queenstown-Lakes district","Legislators administrators and managers","2011",177,"Leg"
"5976","  Dunedin city","Legislators administrators and managers","2011",306,"Leg"
"5977","  Clutha district","Legislators administrators and managers","2011",39,"Leg"
"5978","  Southland district","Legislators administrators and managers","2011",63,"Leg"
"5979","  Gore district","Legislators administrators and managers","2011",42,"Leg"
"5980","  Invercargill city","Legislators administrators and managers","2011",96,"Leg"
"5981","  Overseas","Legislators administrators and managers","2011",NA,"Leg"
"5982","  In the air - NZ","Legislators administrators and managers","2011",NA,"Leg"
"5983","  In NZ waters","Legislators administrators and managers","2011",NA,"Leg"
"5984","  At sea, not in NZ waters","Legislators administrators and managers","2011",NA,"Leg"
"5985","  In the air - overseas","Legislators administrators and managers","2011",NA,"Leg"
"5986","  Not specified","Legislators administrators and managers","2011",18,"Leg"
"5987","  Far North district","Professionals","2011",207,"Pro"
"5988","  Whangarei district","Professionals","2011",348,"Pro"
"5989","  Kaipara district","Professionals","2011",33,"Pro"
"5990","  Auckland city","Professionals","2011",4779,"Pro"
"5991","  Thames-Coromandel district","Professionals","2011",111,"Pro"
"5992","  Hauraki district","Professionals","2011",42,"Pro"
"5993","  Waikato district","Professionals","2011",144,"Pro"
"5994","  Matamata-Piako district","Professionals","2011",102,"Pro"
"5995","  Hamilton city","Professionals","2011",678,"Pro"
"5996","  Waipa district","Professionals","2011",93,"Pro"
"5997","  Otorohanga district","Professionals","2011",27,"Pro"
"5998","  South Waikato district","Professionals","2011",57,"Pro"
"5999","  Waitomo district","Professionals","2011",36,"Pro"
"6000","  Taupo district","Professionals","2011",153,"Pro"
"6001","  Western Bay of Plenty district","Professionals","2011",78,"Pro"
"6002","  Tauranga city","Professionals","2011",534,"Pro"
"6003","  Rotorua district","Professionals","2011",303,"Pro"
"6004","  Whakatane district","Professionals","2011",126,"Pro"
"6005","  Kawerau district","Professionals","2011",21,"Pro"
"6006","  Opotiki district","Professionals","2011",36,"Pro"
"6007","  Gisborne district","Professionals","2011",207,"Pro"
"6008","  Wairoa district","Professionals","2011",27,"Pro"
"6009","  Hastings district","Professionals","2011",345,"Pro"
"6010","  Napier city","Professionals","2011",273,"Pro"
"6011","  Central Hawke's Bay district","Professionals","2011",54,"Pro"
"6012","  New Plymouth district","Professionals","2011",231,"Pro"
"6013","  Stratford district","Professionals","2011",24,"Pro"
"6014","  South Taranaki district","Professionals","2011",54,"Pro"
"6015","  Ruapehu district","Professionals","2011",45,"Pro"
"6016","  Whanganui district","Professionals","2011",138,"Pro"
"6017","  Rangitikei district","Professionals","2011",27,"Pro"
"6018","  Manawatu district","Professionals","2011",96,"Pro"
"6019","  Palmerston North city","Professionals","2011",303,"Pro"
"6020","  Tararua district","Professionals","2011",42,"Pro"
"6021","  Horowhenua district","Professionals","2011",69,"Pro"
"6022","  Kapiti Coast district","Professionals","2011",81,"Pro"
"6023","  Porirua city","Professionals","2011",126,"Pro"
"6024","  Upper Hutt city","Professionals","2011",105,"Pro"
"6025","  Lower Hutt city","Professionals","2011",249,"Pro"
"6026","  Wellington city","Professionals","2011",732,"Pro"
"6027","  Masterton district","Professionals","2011",102,"Pro"
"6028","  Carterton district","Professionals","2011",18,"Pro"
"6029","  South Wairarapa district","Professionals","2011",18,"Pro"
"6030","  Tasman district","Professionals","2011",105,"Pro"
"6031","  Nelson city","Professionals","2011",237,"Pro"
"6032","  Marlborough district","Professionals","2011",162,"Pro"
"6033","  Kaikoura district","Professionals","2011",15,"Pro"
"6034","  Buller district","Professionals","2011",39,"Pro"
"6035","  Grey district","Professionals","2011",63,"Pro"
"6036","  Westland district","Professionals","2011",36,"Pro"
"6037","  Hurunui district","Professionals","2011",33,"Pro"
"6038","  Waimakariri district","Professionals","2011",108,"Pro"
"6039","  Christchurch city","Professionals","2011",1752,"Pro"
"6040","  Selwyn district","Professionals","2011",90,"Pro"
"6041","  Ashburton district","Professionals","2011",117,"Pro"
"6042","  Timaru district","Professionals","2011",168,"Pro"
"6043","  Mackenzie district","Professionals","2011",12,"Pro"
"6044","  Waimate district","Professionals","2011",12,"Pro"
"6045","  Chatham Islands territory","Professionals","2011",NA,"Pro"
"6046","  Waitaki district","Professionals","2011",48,"Pro"
"6047","  Central Otago district","Professionals","2011",72,"Pro"
"6048","  Queenstown-Lakes district","Professionals","2011",81,"Pro"
"6049","  Dunedin city","Professionals","2011",462,"Pro"
"6050","  Clutha district","Professionals","2011",45,"Pro"
"6051","  Southland district","Professionals","2011",78,"Pro"
"6052","  Gore district","Professionals","2011",48,"Pro"
"6053","  Invercargill city","Professionals","2011",144,"Pro"
"6054","  Overseas","Professionals","2011",NA,"Pro"
"6055","  In the air - NZ","Professionals","2011",NA,"Pro"
"6056","  In NZ waters","Professionals","2011",6,"Pro"
"6057","  At sea, not in NZ waters","Professionals","2011",NA,"Pro"
"6058","  In the air - overseas","Professionals","2011",NA,"Pro"
"6059","  Not specified","Professionals","2011",39,"Pro"
"6060","  Far North district","Technicians and associate professionals","2011",165,"Tec"
"6061","  Whangarei district","Technicians and associate professionals","2011",420,"Tec"
"6062","  Kaipara district","Technicians and associate professionals","2011",27,"Tec"
"6063","  Auckland city","Technicians and associate professionals","2011",5442,"Tec"
"6064","  Thames-Coromandel district","Technicians and associate professionals","2011",93,"Tec"
"6065","  Hauraki district","Technicians and associate professionals","2011",27,"Tec"
"6066","  Waikato district","Technicians and associate professionals","2011",129,"Tec"
"6067","  Matamata-Piako district","Technicians and associate professionals","2011",111,"Tec"
"6068","  Hamilton city","Technicians and associate professionals","2011",714,"Tec"
"6069","  Waipa district","Technicians and associate professionals","2011",105,"Tec"
"6070","  Otorohanga district","Technicians and associate professionals","2011",18,"Tec"
"6071","  South Waikato district","Technicians and associate professionals","2011",57,"Tec"
"6072","  Waitomo district","Technicians and associate professionals","2011",21,"Tec"
"6073","  Taupo district","Technicians and associate professionals","2011",156,"Tec"
"6074","  Western Bay of Plenty district","Technicians and associate professionals","2011",33,"Tec"
"6075","  Tauranga city","Technicians and associate professionals","2011",567,"Tec"
"6076","  Rotorua district","Technicians and associate professionals","2011",252,"Tec"
"6077","  Whakatane district","Technicians and associate professionals","2011",96,"Tec"
"6078","  Kawerau district","Technicians and associate professionals","2011",48,"Tec"
"6079","  Opotiki district","Technicians and associate professionals","2011",18,"Tec"
"6080","  Gisborne district","Technicians and associate professionals","2011",150,"Tec"
"6081","  Wairoa district","Technicians and associate professionals","2011",27,"Tec"
"6082","  Hastings district","Technicians and associate professionals","2011",234,"Tec"
"6083","  Napier city","Technicians and associate professionals","2011",303,"Tec"
"6084","  Central Hawke's Bay district","Technicians and associate professionals","2011",48,"Tec"
"6085","  New Plymouth district","Technicians and associate professionals","2011",345,"Tec"
"6086","  Stratford district","Technicians and associate professionals","2011",24,"Tec"
"6087","  South Taranaki district","Technicians and associate professionals","2011",75,"Tec"
"6088","  Ruapehu district","Technicians and associate professionals","2011",54,"Tec"
"6089","  Whanganui district","Technicians and associate professionals","2011",120,"Tec"
"6090","  Rangitikei district","Technicians and associate professionals","2011",27,"Tec"
"6091","  Manawatu district","Technicians and associate professionals","2011",84,"Tec"
"6092","  Palmerston North city","Technicians and associate professionals","2011",384,"Tec"
"6093","  Tararua district","Technicians and associate professionals","2011",30,"Tec"
"6094","  Horowhenua district","Technicians and associate professionals","2011",51,"Tec"
"6095","  Kapiti Coast district","Technicians and associate professionals","2011",99,"Tec"
